Timestamp,Teilbereich der Ausbildung,Unterkategorie des Teilbereichs,Fachbereich,Fachbereich,Fachbereich,Fachbereich,Fachbereich,Unterkategorie des Fachbereichs,Fachbereich,Fachbereich,Fachbereich,Unterkategorie des Fachbereichs,Fachbereich,Unterkategorie des Fachbereichs,Kommentar,Fachbegriff,Inhalt,Kommentar,Definition,Erläuterung,Praxisbeispiel aus der Wirtschaft,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage 1,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2,Antwortmöglichkeit 1.3,Antwortmöglichkeit 1.4,Antwortmöglichkeit 1.5,Begründung 1.1 (bitte hier immer die richtige Antwort),Begründung 1.2,Begründung 1.3,Begründung 1.4,Begründung 1.5,Skizze,Beispiel-Rechnung ,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Lösung),Antwortmöglichkeit 1.2 ,Antwortmöglichkeit 1.3,Antwortmöglichkeit 1.4,Antwortmöglichkeit 1.5,Begründung 1.1 (bitte hier immer die richtige Antwort),Begründung 1.2,Begründung 1.3,Begründung 1.4,Begründung 1.5,Frage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung der Reihenfolge,Lernfrage,Skizze,Antwortmöglichkeit 1.1 (bitte richtige Wahl),Antwortmöglichkeit 1.2 (bitte richtige Wahl),"Antwortmöglichkeit 1.3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Antwortmöglichkeit 1.4,Antwortmöglichkeit 1.5,Begründung 1.1,Begründung 1.2,Begründung 1.3,Begründung 1.4,Begründung 1.5,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Skizze,Frage,"Antwort (Soll); bitte bei mehreren Soll, mit einem ; trennen","Antwort (Haben) bitte bei mehreren Haben, mit einem ; trennen",Begründung,Leere Tabelle,Fragestellung,Lösung (ergänzte Tabelle),Begründung
08/02/2020 12:53:25,Werteströme und Werte erfassen und dokumentieren,,,"Inventur, Inventar, Bilanz",,,,,,,,,,,,Stichtagsinventur ,Artikel/Definition/Beispiel,,Die Stichtagsinventur ist ein Inventurverfahren für das Vorratsvermögen.,Die Stichtagsinventur wird am Bilanzstichtag oder zeitnah (10 Tage vor oder nach dem Bilanzstichtag) durchgeführt.,"Wenn das Ende des Geschäftsjahres (Bilanzstichtag) am 31.12. ist, dann kann die Stichtagsinevntur innerhalb vom 21.12. und dem 10.01. durchgeführt werden.","Bilanz, Verlegte Inventur, Permanente Inventur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 12:57:25,Werteströme und Werte erfassen und dokumentieren,,,"Inventur, Inventar, Bilanz",,,,,,,,,,,,Verlegte Inventur ,Artikel/Definition/Beispiel,,Die verlegte Inventur ist ein Inventurverfahren für das Vorratsvermögen. Sie muss nicht am Bilanzstichtag erfolgen.,Die verlegte Inventur wird innerhalb von 3 Monaten vor und 2 Monaten nach dem Bilanzstichtag durchgeführt.,"Wenn der Bilanzstichtag am 31.12. ist, dann kann die verlegte Inventur zwischen dem 31.09.  und dem 28.02. erfolgen.","Stichtagsinventur, Permanente Inventur, Inventur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 13:03:07,Werteströme und Werte erfassen und dokumentieren,,,"Inventur, Inventar, Bilanz",,,,,,,,,,,,Permanente Inventur,Artikel/Definition/Beispiel,,Die permanente Inventur ist ein Inventurverfahren für das Vorratsvermögen.,"Bei einer permanenten Inventur werden fortlaufend alle Zu- und Abgänge erfasst. Es muss einmal pro Geschäftsjahr eine körperliche Bestandsaufnahme gtätigt werden, damit der Istbestand mit dem Sollbestand vergleicht werden kann.",In einem Möbelunternehmen werded während des Geschäftsjahres fortlaufend die Zu- und  Abgänge von Holzstühlen erfasst.,"Verlegte Inventur, Stichtagsinventur, Inventur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 13:08:32,Werteströme und Werte erfassen und dokumentieren,,,"Inventur, Inventar, Bilanz",,,,,,,,,,,,Stichprobeninventur,Artikel/Definition/Beispiel,,Die Stichprobninventur ist eine Technik für die Bestandsaufnahme von Vorräten. ,Die Stichprobeninventur ist eine Vereinfachung durch mathematisch-statistische Messmethoden. Durch eine Stichprobe wird ein Rückschluss auf die ganze Menge gezogen.,"Ein Unternehmen muss alle Schrauben zählen. Da es zu aufwendig wäre, alle Schrauben extra zu zählen, entscheidet sich das Unternehmen für die Stichprobeninventur. Sie wiegen eine Schraube und dann den Rest der Schrauben. Da Sie jetzt wissen, wie viel eine Schraube wiegt, können Sie durch das Dividieren des Gewichtes herausfinden, wie viele Schrauben insgesamt vorhanden sind.","Körperliche Inventur, Buchinventur, Stichtagsinventur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 13:17:19,Werteströme und Werte erfassen und dokumentieren,,,"Inventur, Inventar, Bilanz",,,,,,,,,,,,Inventar,Artikel/Definition/Beispiel,,Das Inventar ist das Ergebnis der Inventur.,"Das Inventar ist ein Bestandsverzeichnis, bei dem alle tatsächlichen vorhandenen Vermögens- und Schuldenwerte zu einem bestimmten Zeitpunkt nach Art, Menge und Wert übersichtlich zusammengestellt werden.
Ein Inventar muss 10 Jahre aufbewahrt werden und gehört zu einem ordnungsgemäßen Jahresabschluss.

Aufstellung Inventar:

A) Vermögen -> Anlagenvermögen 
                            Umlaufvermögen
(Ordnung nach steigender Liquidität)

B) Schulden -> Langfristige und kurzfristige Schulden 
(Ordnung nach Fälligkeit)

C) Eigenkapital (Reinvermögen)","Grundstücke   130.000€
Fuhrpark            19.000€
Forderungen     41.000€
Bankguthaben  20.000€
Darlehen            25.000€
Verbindlichkeit    5.000€","Inventur, Bilanz, Eigenkapital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 13:32:22,Werteströme und Werte erfassen und dokumentieren,,,"Inventur, Inventar, Bilanz",,,,,,,,,,,,Bilanz,Artikel/Definition/Beispiel,,Die Bilanz ist eine kurz gefasste Gegenüberstellung von Vermögen (Aktiva) und Kapital (Passiva).,"Die Grundlage für die Bilanz ist das Inventar. Die Bilanz wird mit einem T-Konto dargestellt. Auf der linken Seite befinden sich das Vermögen (AKtiva) und auf der rechten Seite das Kapital (Passiva). Somit werden Vermögen und Kapital übersichtlich gegliedert. 

Aktiva                                                   Passiva
____________________________________________
 Anlagevermögen     I              Eigenkapital
 Umlaufvermögen    I              Fremdkapital
                               
Das Vermögen wird nach der Liquidität geordnet.
Das Passiva wird nach der Fälligkeit geordnet.

! Beide Seite sind gleich groß in ihrem Wert !

Die Aktiva-Seite zeigt immer die Mittelverwendung, während die Passiva-Seite die Mittelherkunft aufzeigt.

Eine Bilanz wird immer bei einer Gründung, Übernahme, Veräußerung, Auflösung und zum Schluss jedes Geschäftsjahres aufgestellt.",,"Inventur, Inventar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 13:36:07,Werteströme und Werte erfassen und dokumentieren,,,"Inventur, Inventar, Bilanz",,,,,,,,,,,,Aktivtausch,Artikel/Definition/Beispiel,,"Ein Aktivtausch ist eine Wertveränderung der Bilanz, welche nur die Aktivseiten der Konten betrifft.","Die Bilanzsumme verändert sich nicht, da ein Aktivposten im gleichen Maße zunimmt wie ein anderer Aktivposten abnimmt.","Wir kaufen einen Computer für das Unternehmen:

Konto BGA + 
Konto Bank -","Passivtausch, Aktiv-Passiv-Minderung, Aktiv-Passiv-Mehrung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 13:40:07,Werteströme und Werte erfassen und dokumentieren,,,"Inventur, Inventar, Bilanz",,,,,,,,,,,,Passivtausch,Artikel/Definition/Beispiel,,"Ein Passivtausch ist eine Wertveränderung der Bilanz, welche nur Passivkonten betrifft.","Die Bilanzsumme verändert sich nicht, da ein Passivposten im gleichen Maße zunimmt wie ein anderer Passivposten abnimmt.","Wir begleichen eine Rechnung mit einem Darlehen:

Konto Verbindlichkeit -
Konto Darlehen +","Aktivtausch, Aktiv-Passiv-Mehrung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 13:46:39,Werteströme und Werte erfassen und dokumentieren,,,"Inventur, Inventar, Bilanz",,,,,,,,,,,,Aktiv-Passiv-Minderung,Artikel/Definition/Beispiel,,"Die Aktiv-Passiv-Minderung ist eine Wertveränderung der Bilanzposten, bei der eine Aktivkonto und ein Passivkonto betroffen sind.","Bei einer Aktiv-Passiv-Minderung verringert sich die Bilanzsumme, da auf der Akitvseite und auf der Passivseite im gleichen Maße eine Minderung vorliegt.","Wir bezahlen eine Rechnung:

Konto Bank -
Konto Verbindlichkeiten -","Aktiv-Passiv-Mehrung, Aktivtausch, Passivtausch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 13:54:23,Werteströme und Werte erfassen und dokumentieren,,,"Inventur, Inventar, Bilanz",,,,,,,,,,,,Aktiv-Passiv-Mehrung ,Artikel/Definition/Beispiel,,"Die Aktiv-Passiv-Mehrung ist eine Wertveränderung der Bilanz, bei der die Aktivseite und die Passivseite mehr werden.","Bei der Aktiv-Passiv-Mehrung wird die Bilanzsummer ehöht, da ein Aktivposten im gleichen Maße wie ein Passivposten vermehrt wird.
","Wir kaufen Rohstoffe auf Ziel:

Konto Rohstoffe +
Konto Verbindlichkeiten + ","Aktivtausch, Passivtausch, Aktiv-Passiv-Minderung ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 13:59:32,Werteströme und Werte erfassen und dokumentieren,,,Aufgaben des Rechnungswesens,,,,,,,,,,,,Aufgaben des Rechnungswesens,Artikel/Definition/Beispiel,,"Die Aufgaben des Rechnungswesens umfassen das Erfassen, Überwachen und Auswerten von der Beschaffung, der Fertigung und des Absatzes.",Das Rechnungswesens muss alle Vorgänge dokumentieren und die Firmeneigner informieren. Somit sind die Rechenschaftslegung und die Bereitstellung der Informationen zwei Aufgaben. Desweiteren muss das Rechnungswesen die finanzielle Lage des Unternehmens überwachen und kontrollieren.,,"Buchführung, Kosten- und Leistungsrechnung, Statistik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 18:42:11,Werteströme und Werte erfassen und dokumentieren,,,Aufgaben des Rechnungswesens,,,,,,,,,,,,Buchführung,Artikel/Definition/Beispiel,,Die Buchführung ist ein Teil des Rechnungswesens und beschäftigt sich unter anderem mit den Vermögens- und Kapitalanteilen.,"Die Buchführung dokumentiert alle Geschäftsfälle für eine bestimmte Zeit (Zeitrechnung). Somit werden alle Veränderungen der Bilanz in ihrer Höhe erfasst. Die Geschäftsfälle werden sachlich und zeitlich geordnet.
Unter anderem ist der Jahresabschluss als Rechenschaftslegung ein Teil der Buchführung.",,"Kosten- und Leistungsrechnung , Statistik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 18:46:13,Werteströme und Werte erfassen und dokumentieren,,,Aufgaben des Rechnungswesens,,,,,,,,,,,,Kosten- und Leistungsrechnung,Artikel/Definition/Beispiel,,Die Kosten- und Leistungsrechnung ist betriebsbezogen und zeigt den Wertverbrauch und Wertezuwachs auf.,"Als Werteverbrauch werden alle Kosten bezeichnet, die auf den Betrieb bezogen anfallen.
Als Wertezuwachs werden alle Leistungen bezeichnet, die auf den Betrieb bezogen anfallen.","Beispiel Kosten: Rohstoffverbrauch für die Produktion 
Beispiel Leistungen: Umsatzerlöse durch die fertigen Erzeugnisse","Statistik, Buchführung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 18:50:16,Werteströme und Werte erfassen und dokumentieren,,,Aufgaben des Rechnungswesens,,,,,,,,,,,,Statistik,Artikel/Definition/Beispiel,,Die Statistik bereitet die Unternehmenszahlen auf und wertet diese aus.,"Die Statistik ermittelt die Kennzahlen, um die Wirtschaftlichkeit zu überprüfen. Mit Hilfe der Kennzahlen, können Rückschlüsse auf das Geschäftsjahr gezogen werden.","Wenn die Wirtschaftlichkeit in einem Jahr schlechter ausfällt als erwartet, kann man auf das Geschäftsjahr zurück blicken und überlegen, woran es gelegen hat.
Ohne den Vergleich der Kennzahlen wäre dies vielleicht nicht aufgefallen.","Kosten- und Leistungsrechnung, Buchführung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 19:00:44,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,AIDA-Modell,Artikel/Definition/Beispiel,,Das AIDA-Modell ist ein Modell aus der Kommunikationspolitik. Mit Hilfe der AIDA-Formel können Unternehmen ihre Werbung gestalten und auch überprüfen.,"AIDA - jeder Buchstabe steht für einen englischen Begriff.

A - Attention (Der Betrachter/ Zuhörer soll auf die Werbung aufmerksam gemacht werden)
I - Interest (Das Interesses am Werbeobjekt soll geweckt werden)
D - Desire (Der Wunsch, das Produkt besitzen zu wollen, soll geweckt werden)
A - Action (Der potentielle Kunde soll zu einer Kaufhandlung angeregt werden)","TV-Spot:
A - Eine Person duscht sich am wunderschönen Strand mit einem Duschgel
I - Es wird gezeigt, wie das Duschgel das Hautbild verbessert
D - Es wird nochmals den wunderschönen Strand gezeigt und das Duschgel im Hintergrund gezeigt -> man will mit dem Duschgel das Strandgefühl mit nach Hause nehmen 
A - Es wird am Ende des Spots gesagt, wo man das Duschgel kaufen kann","Absatzwerbung, Public Relation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 19:07:05,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Absatzwerbung ,Artikel/Definition/Beispiel,,Bei der Absatzwerbung soll das Produkt des Unternehmens begehrenswert gemacht werden. Das Produkt steht im Mittelpunkt.,"Die Absatzwerbung informiert über das Produkt und animiert den potentiellen Kunden zum Kauf.
","Typische Werbemittel sind Zeitungsanzeigen, Handzettel, Radio, TV oder Plakate.","Sales Promotion, Public Relation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 19:10:56,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Public Relation,Artikel/Definition/Beispiel,,"Bei der Public Relation (PR) handelt es sich um eine kommunikationpolitische Maßnahme, wobei das Unternehmen beworben wird.","Ziel der Public Relation ist es, dass das Unternehmen ein besseres Ansehen erlangt und dadurch ökonomische Ziele erreicht werden können.","Typische Werbemittel für die Public Relation sind Pressekonferenzen, Tag der offenen Tür, Spenden und Interviews.","Absatzwerbung, Sales Promotion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 19:19:00,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Sales Promotion,Artikel/Definition/Beispiel,,"Bei der Sales Promotion oder auch Verkaufsförderung handelt es sich um eine kommunikationspolitische Maßnahme. Die Sales Promotion kann wiederum unterteilt werden in: Verbraucherpromotion, Handelspromotion und Verkäuferpromotion.","Ziel der Sales Promotion ist es, am Point of Sale Impulskäufe zu fördern und die Verkaufzahlen zu erhöhen.","Typische Werbemittel sind Gutscheinaktionen, Proben, Displays und Sonderangebote.","Verbraucherpromotion, Verkäuferpromotion, Handelspromotion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 19:24:33,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Verbraucherpromotion ,Artikel/Definition/Beispiel,,Die Verbraucherpromotion gehört zu den Sales Promotion und spricht den Kunden direkt an.,"Bei der Verbraucherpromotion soll der Kunde dazu animiert werden, die Produkte am Point of Sale zu kaufen.","Produktproben, Gewinnspiele, Kombipakete, Zugaben ","Sales Promotion, Handelspromotion, Verkäuferpromotion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 19:29:39,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Handelspromotion,Artikel/Definition/Beispiel,,Die Handelspromotion gehört zu den Sales Promotion und richtet sich an den Einzelhandel.,"Durch die Handelspromotion soll der Einzelhandel unterstützt und animiert werden, damit dieser die Produkte besser verkaufen kann.","Produktinformationen den Mitarbeitern mitteilen, Verkaufsschulungen, Verkaufswettbewerbe, Displays","Verbraucherpromotion, Sales Promotion, Verkäuferpromotion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020 19:33:19,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Verkäuferpromotion,Artikel/Definition/Beispiel,,"Bei der Verkäuferpromotion handelt es sich um eine Sales Promotion , die den Verkäufer direkt anspricht.",Bei der Verkäuferpromotion soll der Verkäufer als Mitarbeiter animiert werden mehr Produkte zu verkaufen.,"Schulung der Mitarbeiter hinsichtlich Verkaufspsychologie und Verhaltenstraining, Umsatzprovisionen und Anerkennungen","Sales Promotion, Handelspromotion, Verbraucherpromotion ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2020 11:07:10,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Produkt-Placement ,Artikel/Definition/Beispiel,,"Product-Placement ist eine kommunikationspolitische Maßnahme, bei der das Produkt im Vordergrund steht und unbewusst vom potentiellen Kunden wahrgenommen wird.","Product-Placement hat das Ziel die Bekanntheit des Produktes zu fördern. Oftmals wird in Filmen Product-Placement angewendet, so dass man das Image des Filmes und der Schauspieler ausnutzt. So erhält das Produkt automatisch auch ein besseres Image.","Wenn in einem Superhelden Film einer der Schauspieler einen BMW fährt, so wird unterbewusst vermittelt, dass der Zuschauer mit einem BMW ebenfalls ein Superheld wäre.","Schleichwerbung, Absatzwerbung, Sales Promotion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2020 11:15:21,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Schleichwerbung,Artikel/Definition/Beispiel,,Schleichwerbung ist nach § 2 Nr. 8 RStV die Erwähnung oder Darstellung von Gegegenständen in Sendungen und Filmen ohne zureichende Kennzeichnung der Werbung.,"Wenn in einer Sendung ein Produkt aus Werbezwecken gezeigt wird, muss dies so gekennzeichnet werden. Wird nicht deutlich, dass es sich um eine Werbung handelt, so handelt es sich um Schleichwerbung. Schleichwerbung ist jedoch verboten!","Oftmals wird in TV-Sendung in einem Banner der Text ""Dauerwerbesendung"" angezeigt. Damit ist klar, dass die Produkt, welche gezeigt werden, aus Werbezwecken gezeigt werden.
Würde der Text ""Dauerwerbesendung"" nicht gezeigt werden, so würde es sich um Schleichwerbung handeln.","Product-Placement, Absatzwerbung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2020 11:20:43,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Ziele der Absatzwerbung ,Artikel/Definition/Beispiel,,"Bei den Zielen der Absatzwerbung geht es um den wesentlichen Zweck, welche die Absatzwerbung verfolgt. ",Die Absatzwerbung möchte die Produkte begehrenswert machen und somit zum Kauf animieren. Zudem sollen wichtige Information über das Produkt vermittelt werden. Das Produkt wird letztendlich bekannter.,"In einer Zeitungsanzeige wird ein Produkt beworben, in dem man den Nutzen für den Kunden positiv hervorhebt. ","Absatzwerbung, Sales Promotion, Public Relation ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2020 11:31:39,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Gesetz gegen den unlauteren Wettbewerb (UWG),Artikel/Definition/Beispiel,,Das Gesetz gegen den unlauteren Wettbewerb (UWG) beschreibt Regelungen zur Zulässigkeit von Werbemaßnahmen.,"Verboten ist laut:

§4 Abs. 3  Der Charakter der Handlung wird verschleiert
§4 Abs. 3 Mitbewerber schlecht machen
§5             Werbung, die irreführend ist
§6             Vergleichende Werbung, die nicht objektiv ist
§7             Belästigung, die unzumutbar ist (ohne Einwilligung des Empfängers)","§4 Abs. 3  Der Charakter der Handlung wird verschleiert -> etwas wird als ""Studie"" getarnt
§4 Abs. 3 Mitbewerber schlecht machen -> jemand anderen als Betrüger bezeichnen
§5             Werbung, die irreführend ist -> es wird zum Beispiel ein Preisvorteil beworben, den     es gar nicht gibt
§6             Vergleichende Werbung, die nicht objektiv ist -> die Konkurrenz wird subjektiv als schlechter bezeichnet 
§7             Belästigung, die unzumutbar ist (ohne Einwilligung des Empfängers) -> ein potentieller Kunde erhält per Telefon, Fax, Post oder E-Mail Werbung, welche er nicht erwünscht","Schleichwerbung, Product-Placement, Absatzwerbung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2020 11:35:27,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Werbeplan ,Artikel/Definition/Beispiel,,"Der Werbeplan gehört zur Absatzwerbung und beschreibt einen strukturierten Plan, nach dem ein Unternehmen seine Werbung gestaltet.","Der Werbeplan wird in folgende Teilschritte unterteilt:

- Werbeziel
- Werbeobjekt
- Werbesubjekt
- Zielgruppe/ Streukreis
- Werbeträger
- Werbemittel
- Werbebudget
- Werbeinhalt
- Werbezeit
- Werbegebiet",,"- Werbeziel
- Werbeobjekt
- Werbesubjekt
- Zielgruppe/ Streukreis
- Werbeträger
- Werbemittel
- Werbebudget
- Werbeinhalt
- Werbezeit
- Werbegebiet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2020 11:38:18,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Werbeziel,Artikel/Definition/Beispiel,,"Das Werbeziel beschreibt, was konkret mit der Werbung erreicht werden soll.","Es wird konkret unterschieden, ob es sich um eine Einführungswerbung, Abgrenzungswerbung, Gewinnung neuer Kunden oder Erinnerungswerbung handelt.","Ein Unternehmen launcht ein neues Produkt und möchte dieses auf dem Markt bekannt machen. 
Das Unternehmen möchte als eine Einführungswerbung gestalten.","
- Werbeobjekt
- Werbesubjekt
- Zielgruppe/ Streukreis
- Werbeträger
- Werbemittel
- Werbebudget
- Werbeinhalt
- Werbezeit
- Werbegebiet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2020 11:41:01,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Werbeobjekt,Artikel/Definition/Beispiel,,"Das Werbeobjekt ist das Objekt, welches geworben wird.","Bei dem Werbeobjekt muss entschieden werden, ob nur ein Produkt oder eine Produktgruppe geworben werden soll. Es kann auch das Unternehmen geworben werden.",Ein Unternehmen bringt eine neue Schokolade auf den Markt. In der Werbung soll das Werbeobjekt nur diese Schokolade sein.,"- Werbeziel
- Werbesubjekt
- Zielgruppe/ Streukreis
- Werbeträger
- Werbemittel
- Werbebudget
- Werbeinhalt
- Werbezeit
- Werbegebiet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2020 11:46:24,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Werbesubjekt,Artikel/Definition/Beispiel,,"Das Werbesubjekt entscheidet, wer bzw. wie viele werben sollen.","Es wird entschieden, ob nur ein Unternehmen die Werbung schaltet (Einzel- oderAlleinwerbung), mehrere Unternehmen sich zusammenschließen (Sammelwerbung) oder nur die Leistung im Vordergrund stehen soll und nicht die Werbungstreibenden (Gemeinschaftswerbung).","Eine Sammelwerbung wäre zum Beispiel eine Anzeige von allen beteiligten Unternehmen, die beim Bau eines Hauses dabei waren.","- Werbeziel
- Werbeobjekt
- Zielgruppe/ Streukreis
- Werbeträger
- Werbemittel
- Werbebudget
- Werbeinhalt
- Werbezeit
- Werbegebiet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2020 11:50:11,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Zielgruppe,Artikel/Definition/Beispiel,,"Die Zielruppe legt fest, wer mit der Werbung erreicht werden soll.","Als Zielgruppe können die Endkunden, andere Unternehmen, Händler etc. gemeint sein.","Die Zielgruppe ""Endkunde/Endverbraucher"" kann man nochmal unterteilen. So kann man zum Beispiel den Endkunden soweit unterteilen, dass letztlich als Zielgruppe alle Männer über 40 Jahre mit einem Einkommen von mehr 2.000€ Brutto gelten.","- Werbeziel
- Werbeobjekt
- Werbesubjekt
- Werbeträger
- Werbemittel
- Werbebudget
- Werbeinhalt
- Werbezeit
- Werbegebiet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2020 11:52:24,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Werbeträger,Artikel/Definition/Beispiel,,Der Werbeträger ist das Medium über welches die Werbung geschaltet wird.,"Als Werbeträger gelten Zeitungen, Fernsehen, Radio etc. . ",Die wöchentliche Zeitung aus einer Stadt kann als Werbeträger fungieren.,"- Werbeziel
- Werbeobjekt
- Werbesubjekt
- Zielgruppe/ Streukreis
- Werbemittel
- Werbebudget
- Werbeinhalt
- Werbezeit
- Werbegebiet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
