Timestamp,Teilbereich der Ausbildung,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Fachbereich,Kommentar,Fachbegriff,Inhalt,Definition,Erläuterung,Praxisbeispiel,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage,Skizze,Antwortmöglichkeit 1 (bitte hier immer die richtige Antwort),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung,Beispiel-Rechnung ,Skizze,Antwortmöglichkeit 1 (bitte hier immer die richtige Lösung),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwortmöglichkeit 1 (bitte richtige Wahl),Begründung 1,Antwortmöglichkeit 2 (bitte richtige Wahl),Begründung 2,"Antwortmöglichkeit 3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Skizze,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Kommentar
04/02/2020 02:58:45,Fertigen von Bauelementen mit Maschinen,,Fertigungstechnik 2,,,,,,,,,,,,,,,,,Reibungskräfte,Artikel/Definition/Beispiel,"Die Kraft die entsteht wenn Körper aufeinander haften, gleiten oder rollen. ","Die Hauptursache warum Reibung bzw. warum Reibungskräfte entstehen ist wegen ihrer Oberflächengüte. Mikroskopisch betrachtet sind alle Oberflächen mehr oder weniger rau. Auf Grund der Rauheit können sich die Körper ""verhaken"". Das Verhaken führt zu einem Widerstand, die sogenannten Reibungskräfte.",Wenn man eine Münze quer über einen Tischen schiebt kann man regelrecht die Reibungskräfte hören. Je nach aus was für eine Oberfläche der Tisch ist kann man bei glecih Schubkraft die Münze unterschiedlich weit schubsen. Desto weniger Reibung entsteht desto weiter wird die Münze kommen. ,"Fliehkraftkupplung
Kraftschlüssiges Fügen
Pressverbindung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:00:28,Fertigen von Bauelementen mit Maschinen,,Fertigungstechnik 2,,,,,,,,,,,,,,,,,Lösbare Verbindungen,Artikel/Definition/Beispiel,Eine Verbindung von Bauteilen wo sich die Bauteile ohne Zerstörung zerlegen lassen.,,Verschraubungen sind lösbare Verbindungen.,Unlösbare Verbindungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:02:34,Fertigen von Bauelementen mit Maschinen,,Fertigungstechnik 2,,,,,,,,,,,,,,,,,Unlösbare Verbindungen,Artikel/Definition/Beispiel,Eine Verbindung von Bauteilen wo sich Bauteile nur durch die Zerstörung der Verbindung oder der Bauteile zerlegen lässt. ,,Schweißnähte sind unlösbare Verbindungen.,Lösbare Verbindung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:10:40,Fertigen von Bauelementen mit Maschinen,,Fertigungstechnik 2,,,,,,,,,,,,,,,,,Pressverbindung,Artikel/Definition/Beispiel,Eine Verbindung die Kräfte und Drehmomente kraftschlüssig überträgt.,"Damit eine Pressverbindung entsteht müssen die Fügestellen ein Übermaß zwischen den Passmaßflächen besitzten. Es gibt viele Verfahren um eine Pressverbindung herzustellen, z.B. durch das erwärmen des Außenteils, durch kühlen des Innenteils oder durch Hydraulikverfahren. ",Ein Innenring eines Wälzlagers kann durch verschiedene Verfahren auf eine Welle gefügt werden so dass eine Pressverbindung entsteht.,"Schnappverbindungen
Übermaßpassungen 
Reibungskräfte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:15:16,Fertigen von Bauelementen mit Maschinen,,Werkstofftechnik 2,,,,,,,,,,,,,,,,,Härte,Artikel/Definition/Beispiel,Bei der Härte eines Werkstoffes redet man von dem Widerstand den ein Werkstück bei einem eindringen eines Objektes entgegensetzt. ,,,"Zugfestigkeit
Streckgrenze
Dauerfestigkeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:16:19,Fertigen von Bauelementen mit Maschinen,,Werkstofftechnik 2,,,,,,,,,,,,,,,,,Zugfestigkeit,Artikel/Definition/Beispiel,"
Die größte Zugspannung die ein Werkstoff aushält.","Bei einer Zugbeanspruchung wird geprüft wie viel Kraft maximal in einem Werkstoff herrschen kann, dies nennt man die Zugfestigkeit. Die Zugfestigkeit wird in Newton pro Quadratmillimeter angegeben. Die Fläche ist der Querschnitt des gezogenen Werkstoffes. ",,"Streckgrenze
Härte
Dauerfestigkeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:16:55,Fertigen von Bauelementen mit Maschinen,,Werkstofftechnik 2,,,,,,,,,,,,,,,,,Streckgrenze,Artikel/Definition/Beispiel,"
Die Kraft die während einer Zugspannung unmittelbar vor Beginn des plastischen Verformens herrscht. ",Die Streckgrenze ist ein Wert der in Newton pro Flache des gezogenen Werkstoffes angegeben wird (N/mm²). Sobald die Streckgrenze erreicht ist verformt sich der Werkstoff plastisch. ,,"Härte
Zugfestigkeit
Dauerfestigkeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:17:41,Fertigen von Bauelementen mit Maschinen,,Werkstofftechnik 2,,,,,,,,,,,,,,,,,Fertigungstechnische Eigenschaften,Artikel/Definition/Beispiel,"
Beschreibt die Eignung eines Werkstoffes für verschiedene Fertigungsverfahren. ",,,"Zerspanbarkeit
Schweißbarkeit
Härtbarkeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:21:09,Fertigen von Bauelementen mit Maschinen,,Werkstofftechnik 2,,,,,,,,,,,,,,,,,Zerspanbarkeit,Artikel/Definition/Beispiel,"Die Zerspanbarkeit gibt an ob und bei welchen Bedingungen sich ein Werkstoff gut bearbeiten lässt, bzw. fertigen oder zerspanen.","
Ob ein Werkstoff eine gute Zerspanbarkeit besitzt wird anhand der Oberflächengüte, Spanbedingungen und der Spanwerkzeuge bewertet. ",,"Schweißbarkeit
Härtbarkeit
Fertigungstechnische Eigenschaften",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:25:17,Fertigen von Bauelementen mit Maschinen,,Werkstofftechnik 2,,,,,,,,,,,,,,,,,Schweißbarkeit,Artikel/Definition/Beispiel,Beschreibt ob ein Werkstoff für das Schweißen geeignet ist. ,"Unlegierte, niedrig legierte Stähle mit niedrigem Kohlenstoffgehalt sind gut schweißbar. Hochlegierte Stähle sind mit Sonderschweißverfahren auch schweißbar.",,"Härtbarkeit
Fertigungstechnische Eigenschaften
Zerspanbarkeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:25:48,Fertigen von Bauelementen mit Maschinen,,Werkstofftechnik 2,,,,,,,,,,,,,,,,,Härtbarkeit,Artikel/Definition/Beispiel,Beschreibt die Fähigkeit eines Werkstoffes um seine Härte oder Festigkeit durch Wärmebehandlung zu verbessern.,,,"Fertigungstechnische Eigenschaften
Zerspanbarkeit
Schweißbarkeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:32:48,Fertigen von Bauelementen mit Maschinen,,Maschinentechnik 2,,,,,,,,,,,,,,,,,Wirkungsgrad,Artikel/Definition/Beispiel,Ein Verhältnis von aufgewandter Energie und nutzbarer Energie. ,,"Ein Dieselmotor hat ein Wirkungsgrad von 0,24 bis 0,55.","Reibungskräfte
Kraftmaschinen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:33:37,Fertigen von Bauelementen mit Maschinen,,Prüftechnik 2,,,,,,,,,,,,,,,,,Systematische Messabweichung,Artikel/Definition/Beispiel,"
Messabweichungen die durch konstante Abweichung verursacht werden.",Systematische Messabweichungen sind konstante Abweichungen die z.B. durch ungenaue Skalen oder Formänderung durch gleichbleibender Messkraft entstehen. Eine Abweichung die jedes Mal gleich sein muss.,,"Zufällige Messabweichung
Skalenteilungswert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:34:17,Fertigen von Bauelementen mit Maschinen,,Prüftechnik 2,,,,,,,,,,,,,,,,,Messunsicherheit,Artikel/Definition/Beispiel,Eine Zahlenwertangabe die besagt wie genau ein Messwert angegeben werden kann. ,Die Messunsicherheit wird verwendet um heraus zu finden ob ein Messmittel die Messmittelfähigkeit besitzt. Meistens darf die Messunsicherheit eines Messgeräts nur 10% der Toleranz beim dem zumessenden Objekt betragen. ,"Bei einer Messschraube ist der Skalenteilungswert 0,01 dann beträgt die Messunsicherheit ca. 10 µm.",Skalenteilungswert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:34:55,Fertigen von Bauelementen mit Maschinen,,Prüftechnik 2,,,,,,,,,,,,,,,,,Bezugstemperatur,Artikel/Definition/Beispiel,"
Die Temperatur wo alles innerhalb der vorgeschriebenen Toleranzen liegen muss. ",Die Bezugstemperatur beträgt 20 Grad Celsius. ,"Während einer Messung 
müssen alle Maße innerhalb
 der vorgeschriebenen 
Toleranzen liegen, vorausgesetzt 
Messgerät und Messobjekt 
besitzen beide 
genau 20 Grad Celsius.","Messen
Anzeigende Messgeräte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:35:35,Fertigen von Bauelementen mit Maschinen,,Prüftechnik 2,,,,,,,,,,,,,,,,,Parallaxenfehler,Artikel/Definition/Beispiel,"Ein Beobachtungsfehler, der entsteht, wenn man zwei hintereinander liegende Gegenstände betrachtet und dabei den Ausgangspunkt ändert.","
Dies passiert durch das verändern des Blickwinkels zum Beispiel. Ein Parallaxenfehler führt zu einer Messabweichung.",Bei schrägem Ablesen eines Wertes bei einem analogen Messschiebers. ,"Zufällige Messabweichung
Messen
Anzeigende Messgeräte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:42:05,Fertigen von Bauelementen mit Maschinen,,Prüftechnik 2,,,,,,,,,,,,,,,,,Zufällige Messabweichung,Artikel/Definition/Beispiel,Zufällige Fehler die zu einer Messabweichung führen. ,Diese zufälligen Fehler können durch Schwankungen der Messkraft oder Temperatur entstehen.,"Wechseln des Prüfers kann zu unterschiedlichen Messkräften führen, was wiederum zu unterschiedlichen Messwerten führt.  ","Systematische Messabweichung
Messen
Parallaxenfehler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:42:44,Fertigen von Bauelementen mit Maschinen,,Prüftechnik 2,,,,,,,,,,,,,,,,,Messmittelfähigkeit,Artikel/Definition/Beispiel,"
Die Messmittelfähigkeit sagt aus ob ein Messmittel in der Lage ist eine Toleranz zu messen.","
Die Messmittelfähigkeit ist erreicht wenn wein Messmittel eine Messunsicherheit von höchstens 10% der zumessenden Toleranz hat.","Ein Maß soll überprüft werden, dafür muss gesorgt werden dass das Messmittel dies auch gewährleisten kann. ","Messunsicherheit
Skalenteilungswert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:43:55,Fertigen von Bauelementen mit Maschinen,,Prüftechnik 2,,,,,,,,,,,,,,,,,Subjektives Prüfen,Artikel/Definition/Beispiel,"
Prüfen mit der Sinneswahrnehmung des Prüfers ohne Hilfsgeräte.",,Ein Prüfer begutachtet wie eine Oberfläche aussieht,"Objektives Prüfen
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:44:16,Fertigen von Bauelementen mit Maschinen,,Prüftechnik 2,,,,,,,,,,,,,,,,,Objektives Prüfen,Artikel/Definition/Beispiel,"
Prüfen mit Messgeräten, Prüfgeräten und Hilfsmitteln.",,Ein Prüfer verwendet ein Tastschnittgerät um die Oberflächengüte zu ermitteln.,"Subjektives Prüfen
Messen
Anzeigende Messgeräte
Tastschnittgeräte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:44:56,Fertigen von Bauelementen mit Maschinen,,Prüftechnik 2,,,,,,,,,,,,,,,,,Lehren,Artikel/Definition/Beispiel,Ein Prüfwerkzeug zum verkörpern von Maße und Formen. ,Mit Lehren kann man schnell und einfach Maße und Formen prüfen ob sie die vorgesehenen Maße oder die vorgesehene Form erfüllen. Bei Grenzmaßen ist die machbar mit Verkörperungen eines Höchstmaßes und Mindestmaßes.,"Um eine Bohrung die auf ein Passmaß gefertigt worden ist schnell zu überprüfen kann man einen Grenzlehrdorn verwenden. Dieser besitzt zwei zylinderförmige Verkörperungen die einmal das zulässige Höchstmaß und das zulässige Mindestmaß überprüfen können, sowohl auch die zylinderförmige Form der Bohrung. Die Verkörperungen kann man auch Gut- und Ausschussseiten nennen, wobei die ""Gutseite"" in die Bohrung passen muss und die ""Ausschussseite"" nicht","Messen
Subjektives Prüfen
Objektives Prüfen
Prüfen
Messen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:49:53,Fertigen von Bauelementen mit Maschinen,,Qualtitätsmanagement 2,,,,,,,,,,,,,,,,,Qualität,Artikel/Definition/Beispiel,"Nach Norm bedeutet Qualität: ""Die Gesamtheit von Merkmalen einer Einheit bezüglich ihrer Eignung, festgelegte und vorausgesetzte Erfordernisse zu erfüllen"".",Die Qualität eines Produktes ist gegeben wenn die Anforderungen und Voraussetzungen erfüllt sind. ,"In einem Fertigungsprozess werden Bauteile hergestellt, die eine hohe Qualität aufweisen sollen, damit die Kunden zufrieden sind. ","Qualitätsfehler
Qualitätsmanagement
Qualitätspolitik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 03:58:13,Fertigen von Bauelementen mit Maschinen,,Qualtitätsmanagement 2,,,,,,,,,,,,,,,,,Normenreihe ISO 9000,Artikel/Definition/Beispiel,Die Grundlage für ein Qualitätsmanagementsystem. ,Die ISO beschreibt welche Anforderungen das Managementsystem einer Organisation erfüllt haben muss um ein Standard bei der Umsetzung des Qualitätsmanagements zu entsprechen.,Ein Betrieb führt die Norm ein um den Kunden zu gewährleisten dass die Qualitätsanforderungen erfüllt werden.,"Qualität
Qualitätspolitik
Qualitätsplanung
Qualitätssicherung
Qualitätslenkung
Qualitätsverbesserung
Qualitätsmanagement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 04:00:18,Fertigen von Bauelementen mit Maschinen,,Qualtitätsmanagement 2,,,,,,,,,,,,,,,,,Qualitätsfehler,Artikel/Definition/Beispiel,Ein Fehler der dazu führt dass die erforderliche Qualität nicht erreicht wird. ,,"Das Material wurde schlecht lackiert, dadruch besteht die Gefahr von Korrosion.",Qualität,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 04:05:01,Fertigen von Bauelementen mit Maschinen,,Qualtitätsmanagement 2,,,,,,,,,,,,,,,,,Null-Fehler-Strategie,Artikel/Definition/Beispiel,Eine Strategie mit dem Ziel Ausschuss ausschließen zu können.,,Das Ziel vom jedem Betrieb. ,"Qualität
Normenreihe ISO 9000
Qualitätsfehler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 21:03:12,Herstellen von einfachen Baugruppen,,,Elektrotechnik 3,,,,,,,,,,,,,,,,Stromstärke,Artikel/Definition/Beispiel,Eine Angabe wie viele Elektronen pro Sekunde durch ein Leiterquerschnitt fließen. ,Die Stromstärke wird in Ampere angegeben. ,Ein Blitz hat z.B. 200.000 bis 300.000 Ampere ,"Gleichspannung 
Wechselspannung
Drehstrom 
Stromstärke
Spannung 
Widerstand ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 21:16:35,Herstellen von einfachen Baugruppen,,,Elektrotechnik 3,,,,,,,,,,,,,,,,Spannung,Artikel/Definition/Beispiel,"Unter der elektrischen Spannung versteht man die treibende Kraft, die durch die Ladungsbewegung verursacht wird. ","Um eine Spannung zu erzeugen muss man elektrische Ladungen von positiven und negativen trennen. Zum Trennen muss man Arbeit aufwenden, diese wird als Energie in Ladungsträgern gespeichert. Als Spannung wird das Bestreben der getrennten Ladungen sich auszugleichen bezeichnet. ","Die Spannung in einer Steckdose beträgt 230V, Ein Zug wird mit bis zu 15.000V betrieben und eine Hochspannungsleitung hat in Deutschland normalerweise 110.000V","Gleichspannung
Wechselspannung
Drehstrom
Stromstärke
Widerstand ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 21:17:53,Herstellen von einfachen Baugruppen,,,Maschinentechnik 3,,,,,,,,,,,,,,,,Kupplung,Artikel/Definition/Beispiel,"Eine Kupplung ist ein Maschinenelement, das zwei Wellen miteinander verbindet.",Es gibt schaltbare und nicht schaltbare Kupplungen. ,In einem Auto gibt es eine Kupplung um die Kraftübertragung kurzteitig beim schalten des Getriebes zu unterbrechen. Die Kupplung im Auto ist eine schaltbare Kupplung,"Elastische Kupplung
Starre Kupplung
Schaltbare Kupplung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 21:24:30,Herstellen von einfachen Baugruppen,,,Elektrotechnik 3,,,,,,,,,,,,,,,,Widerstand,Artikel/Definition/Beispiel,Ein Maß wie stark ein elektrischer Strom behindert wird. ,Bei gleicher Spannung in zwei Schaltung mit jeweils ein unterschiedlich großen Widerstand ist der elektrischer Strom immer am grössten wo sich der kleinste Widerstand befindet. ,"Alle Komponenten, selbst der Leiter sind Widerstände. ","Stromstärke
Spannung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 21:37:16,Herstellen von einfachen Baugruppen,,,Automatisierungtechnik 3,,,,,,,,,,,,,,,,Grafcet,Artikel/Definition/Beispiel,Eine Darstellung wie eine Steuerung abläuft.,Mit einem GRAFCET kann man Steuerungen geräteneutral beschreiben. Ein GRAFCET besitzt ein Strukturteil und ein Wirkungsteil. Im Strukturteil sind die Elemente Schritte und Transitionen zu finden. Im Wirkungsteil die Aktionen. Als erstes folgt immer der Startschritt mit den Starttransitionen worauf anschließend ein Schritt mit Aktionen ausgeführt wird. ,In den Dokumenten einer automatisierten Anlage würde man ein GRAFCET wiederfinden. Da dort die Steuerung vereinfacht dargestellt wird.,"Aktion
Transition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 21:45:58,Herstellen von einfachen Baugruppen,,,Automatisierungtechnik 3,,,,,,,,,,,,,,,,Aktion,Artikel/Definition/Beispiel,Eine Aktion ist das was  bei aktiveren eines Schritts ausgeführt werden soll.,"Es wird in kontinuierlich wirkenden und speichernd wirkenden Aktionen unterscheidet. Kontinuierlich wirkende Aktionen werden über eine bestimme Zeit ausgeführt. Bei speichernd wirkende Aktionen werden diese bei einem bestimmten Ablaufschritt auf logisch ""1"" gesetzt und in einem späteren Schritt auf logisch ""0"" zurückgesetzt. ",Das schalten eines Relais oder eines Wegeventils. ,"Transition
Grafcet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 21:48:00,Herstellen von einfachen Baugruppen,,,Automatisierungtechnik 3,,,,,,,,,,,,,,,,Transition,Artikel/Definition/Beispiel,Eine Bedingung um den nächsten Schritt einzuleiten. ,,Eine bestimmte Bedingung in einem Ablauf einer Steuerung ist erfüllt z.B. der Zylinder ist ganz eingefahren (wird von einem Sensor erfasst) dann kann der nächste Schritt mit ihrer Aktion eingeleitet werden. ,"Aktion
Grafcet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 22:03:28,Herstellen von einfachen Baugruppen,,,Automatisierungtechnik 3,,,,,,,,,,,,,,,,Druck ,Artikel/Definition/Beispiel,Eine Kraft die auf eine Fläche wirkt. ,"Ein Druck kann in verschiedenen Größen angegeben werden wie z.B. Bar, Pascal (N/m²) oder psi (lbf/in²). ",In einem Reifen können mehre Bar Druck herrschen.,"Pumpe
Verdichter
Überdruck",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 22:06:58,Herstellen von einfachen Baugruppen,,,Fertigungstechnik 3,,,,,,,,,,,,,,,,Fügen,Artikel/Definition/Beispiel,Ein Fertigungsverfahren wo mehrere Teile lösbar oder unlösbar verbunden werden.,"Fügen kann in formschlüssiges, kraftschlüssiges, stoffschlüssiges und vorgespannt formschlüssiges Fügen einteilen. ","Fügen kann Schweiẞen, Verschrauben oder Kleben sein.","Formschlüssiges Fügen
Kraftschlüssiges Fügen
Stoffschlüssiges Fügen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 22:23:02,Herstellen von einfachen Baugruppen,,,Maschinentechnik 3,,,,,,,,,,,,,,,,Formschluss-Verbindung,Artikel/Definition/Beispiel,Kraft- oder Drehmomentübertragung durch ineinander passende und verbundene Werkstücke.,,"Verbindungen durch Passfedern, Keilwellen oder Zahnwellen. ",Formschlüssiges Fügen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 22:24:26,Herstellen von einfachen Baugruppen,,,Maschinentechnik 3,,,,,,,,,,,,,,,,Kraftschluss-Verbindung,Artikel/Definition/Beispiel,Eine Verbindung wo Kraft- oder Drehmomentübertragung durch Reibungskräfte geschieht.,Durch Aufeinanderpressen von Bauteilen entstehen Reibungskräften die Kräfte oder Drehmomente übertragen. Die Reibungskraft wirkt immer der Bewegungsrichtung entgegen. ,Verbindung über Reibungskräfte durch Druckhülsen oder Spannbuchsen zum Beispiel. ,"Kraftschlüssiges Fügen
Reibungskräfte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 22:25:22,Herstellen von einfachen Baugruppen,,,Maschinentechnik 3,,,,,,,,,,,,,,,,Stoffschlüssiges Fügen,Artikel/Definition/Beispiel,Werkstücke werden durch Kohäsions- und Adhäsionskräfte zusammengehalten.,Beim stoffschlüssigen Fügen werden zwei Werkstücke durch z.B. zusammen schweißen zusammengehalten. ,Beim kleben werden zwei oder mehr Werkstücke zusammengehalten. Dies ist eine unlösbare Verbindung.,"Kohäsion
Adhäsion
Formschlüssiges Fügen
Kraftschlüssiges Fügen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 22:26:34,Herstellen von einfachen Baugruppen,,,Maschinentechnik 3,,,,,,,,,,,,,,,,Reibungskräfte,Artikel/Definition/Beispiel,"
Die Kraft die entsteht wenn Körper aufeinander haften, gleiten oder rollen. ","Die Hauptursache warum Reibung bzw. warum Reibungskräfte entstehen ist wegen ihrer Oberflächengüte. Mikroskopisch betrachtet sind alle Oberflächen mehr oder weniger rau. Auf Grund der Rauheit können sich die Körper ""verhaken"". Das Verhaken führt zu einem Widerstand, die sogenannten Reibungskräfte.",Wenn man eine Münze quer über einen Tischen schiebt kann man regelrecht die Reibungskräfte hören. Je nach aus was für eine Oberfläche der Tisch ist kann man bei glecih Schubkraft die Münze unterschiedlich weit schubsen. Desto weniger Reibung entsteht desto weiter wird die Münze kommen. ,"Fliehkraftkupplung
Kraftschlüssiges Fügen
Pressverbindung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 22:27:42,Herstellen von einfachen Baugruppen,,,Maschinentechnik 3,,,,,,,,,,,,,,,,Lösbare Verbindung,Artikel/Definition/Beispiel,Eine Verbindung von Bauteilen wo sich die Bauteile ohne Zerstörung zerlegen lassen.,,Verschraubungen sind lösbare Verbindungen.,Unlösbare Verbindungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 22:28:15,Herstellen von einfachen Baugruppen,,,Maschinentechnik 3,,,,,,,,,,,,,,,,Unlösbare Verbindungen,Artikel/Definition/Beispiel,Eine Verbindung von Bauteilen wo sich Bauteile nur durch die Zerstörung der Verbindung oder der Bauteile zerlegen lässt. ,,Schweißnähte sind unlösbare Verbindungen.,Lösbare Verbindung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 22:28:52,Herstellen von einfachen Baugruppen,,,Maschinentechnik 3,,,,,,,,,,,,,,,,Pressverbindung,Artikel/Definition/Beispiel,Eine Verbindung die Kräfte und Drehmomente kraftschlüssig überträgt.,"Damit eine Pressverbindung entsteht müssen die Fügestellen ein Übermaß zwischen den Passmaßflächen besitzten. Es gibt viele Verfahren um eine Pressverbindung herzustellen, z.B. durch das erwärmen des Außenteils, durch kühlen des Innenteils oder durch Hydraulikverfahren. ",Ein Innenring eines Wälzlagers kann durch verschiedene Verfahren auf eine Welle gefügt werden so dass eine Pressverbindung entsteht.,"Schnappverbindungen
Übermaßpassungen 
Reibungskräfte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
